"Count","DateTime","T2 Ez","T2 CheckEz","T2 Ex","T2 Prime","T2 DAX A"
"53","24JAN25 16:37:46 ",69,69,85,120,135
"54","24JAN25 16:37:47 ",68,68,85,120,135
"55","24JAN25 16:37:48 ",67,67,85,120,135
"56","24JAN25 16:37:49 ",67,67,85,120,135
"57","24JAN25 16:37:50 ",66,66,85,120,135
"58","24JAN25 16:37:51 ",64,64,85,120,135
"59","24JAN25 16:37:52 ",64,63,86,120,135
"60","24JAN25 16:37:53 ",62,62,86,120,135
"61","24JAN25 16:37:54 ",62,62,86,120,135
"62","24JAN25 16:37:55 ",62,65,86,120,135
"63","24JAN25 16:37:56 ",64,65,86,120,135
"64","24JAN25 16:37:57 ",65,65,86,120,135
"65","24JAN25 16:37:58 ",64,64,86,120,135
"66","24JAN25 16:37:59 ",63,62,86,120,135
"67","24JAN25 16:38:00 ",62,62,86,120,135
"68","24JAN25 16:38:01 ",61,61,86,120,135
"69","24JAN25 16:38:02 ",60,60,86,120,135
"70","24JAN25 16:38:03 ",59,59,86,120,135
"71","24JAN25 16:38:04 ",58,57,86,120,135
"72","24JAN25 16:38:05 ",57,57,86,120,135
"73","24JAN25 16:38:06 ",56,56,86,120,135
"74","24JAN25 16:38:07 ",55,54,86,120,135
"75","24JAN25 16:38:08 ",54,54,86,120,135
"76","24JAN25 16:38:09 ",53,53,86,120,135
"77","24JAN25 16:38:10 ",52,53,86,120,135
"78","24JAN25 16:38:11 ",52,52,86,120,135
"79","24JAN25 16:38:12 ",51,51,86,120,135
"80","24JAN25 16:38:13 ",50,50,86,120,135
"81","24JAN25 16:38:14 ",50,50,86,120,135
"82","24JAN25 16:38:15 ",48,48,87,120,135
"83","24JAN25 16:38:16 ",48,48,87,120,135
"84","24JAN25 16:38:17 ",47,47,87,120,135
"85","24JAN25 16:38:18 ",47,47,87,120,135
"86","24JAN25 16:38:19 ",48,50,87,120,135
"87","24JAN25 16:38:20 ",50,50,86,120,135
"88","24JAN25 16:38:21 ",49,49,86,120,135
"89","24JAN25 16:38:22 ",48,49,86,120,135
"90","24JAN25 16:38:23 ",47,47,87,120,135
"91","24JAN25 16:38:24 ",46,47,87,120,135
"92","24JAN25 16:38:25 ",46,46,87,120,135
"93","24JAN25 16:38:26 ",45,46,87,120,135
"94","24JAN25 16:38:27 ",44,43,87,120,135
"95","24JAN25 16:38:28 ",42,42,86,120,135
"96","24JAN25 16:38:29 ",42,42,86,120,135
"97","24JAN25 16:38:30 ",41,41,86,120,135
"98","24JAN25 16:38:31 ",40,40,86,120,135
"99","24JAN25 16:38:32 ",39,40,86,120,135
"100","24JAN25 16:38:33 ",39,39,86,120,135
"101","24JAN25 16:38:34 ",38,38,87,120,135
"102","24JAN25 16:38:35 ",37,38,87,120,135
"103","24JAN25 16:38:36 ",37,38,87,120,135
"105","24JAN25 16:38:37 ",37,37,86,120,135
"106","24JAN25 16:38:38 ",37,37,86,120,135
"107","24JAN25 16:38:39 ",36,36,87,120,135
"108","24JAN25 16:38:40 ",35,35,87,120,135
"109","24JAN25 16:38:41 ",34,35,87,120,135
"110","24JAN25 16:38:42 ",34,34,87,120,135
"111","24JAN25 16:38:43 ",35,37,87,120,135
"112","24JAN25 16:38:44 ",36,37,87,120,135
"113","24JAN25 16:38:45 ",36,36,87,120,135
"114","24JAN25 16:38:46 ",35,36,87,120,135
"115","24JAN25 16:38:47 ",35,35,87,120,135
"116","24JAN25 16:38:48 ",34,34,87,120,135
"117","24JAN25 16:38:49 ",33,34,87,120,135
"118","24JAN25 16:38:50 ",33,34,87,120,135
"119","24JAN25 16:38:51 ",32,33,86,120,135
"120","24JAN25 16:38:52 ",32,33,86,120,135
"121","24JAN25 16:38:53 ",32,33,86,120,135
"122","24JAN25 16:38:54 ",31,32,86,120,135
"123","24JAN25 16:38:55 ",31,31,86,120,135
"124","24JAN25 16:38:56 ",30,31,86,120,135
"125","24JAN25 16:38:57 ",29,30,86,120,135
"126","24JAN25 16:38:58 ",29,30,86,120,135
"127","24JAN25 16:38:59 ",28,29,86,120,135
"128","24JAN25 16:39:00 ",28,29,86,120,135
"129","24JAN25 16:39:01 ",27,28,86,120,135
"130","24JAN25 16:39:02 ",27,28,86,120,135
"131","24JAN25 16:39:03 ",26,27,86,120,135
"132","24JAN25 16:39:04 ",26,27,86,120,135
"133","24JAN25 16:39:05 ",25,26,86,120,135
"134","24JAN25 16:39:06 ",25,28,86,120,135
"135","24JAN25 16:39:07 ",26,28,86,120,135
"136","24JAN25 16:39:08 ",27,28,86,120,135
"137","24JAN25 16:39:09 ",27,27,85,120,135
"138","24JAN25 16:39:10 ",26,27,85,120,135
"139","24JAN25 16:39:11 ",25,26,85,120,135
"140","24JAN25 16:39:12 ",25,26,85,120,135
"141","24JAN25 16:39:13 ",24,25,85,120,135
"142","24JAN25 16:39:14 ",23,23,85,120,135
"143","24JAN25 16:39:15 ",23,23,85,120,135
"144","24JAN25 16:39:16 ",22,23,84,120,135
"145","24JAN25 16:39:17 ",21,22,84,120,135
"146","24JAN25 16:39:18 ",21,21,84,120,135
"147","24JAN25 16:39:19 ",20,21,84,120,135
"148","24JAN25 16:39:20 ",20,21,83,120,135
"149","24JAN25 16:39:21 ",19,20,83,120,135
"150","24JAN25 16:39:22 ",19,20,83,120,135
"151","24JAN25 16:39:23 ",18,20,83,120,135
"152","24JAN25 16:39:24 ",18,19,83,120,135
"153","24JAN25 16:39:26 ",18,19,83,120,135
"154","24JAN25 16:39:27 ",17,18,83,120,135
"155","24JAN25 16:39:28 ",17,18,83,120,135
"156","24JAN25 16:39:29 ",16,17,82,120,135
"157","24JAN25 16:39:30 ",16,18,82,120,135
"158","24JAN25 16:39:31 ",16,19,83,120,135
"159","24JAN25 16:39:32 ",18,19,83,120,135
"160","24JAN25 16:39:33 ",18,19,83,120,135
"161","24JAN25 16:39:34 ",17,19,83,120,135
"162","24JAN25 16:39:35 ",17,18,83,120,135
"163","24JAN25 16:39:36 ",16,17,83,120,135
"164","24JAN25 16:39:37 ",16,17,83,120,135
"165","24JAN25 16:39:38 ",15,17,83,120,135
"166","24JAN25 16:39:39 ",15,16,82,120,135
"167","24JAN25 16:39:40 ",14,15,83,120,135
"168","24JAN25 16:39:41 ",13,15,82,120,135
"169","24JAN25 16:39:42 ",13,15,82,120,135
"170","24JAN25 16:39:43 ",13,14,82,120,135
"171","24JAN25 16:39:44 ",12,14,82,120,135
"172","24JAN25 16:39:45 ",12,13,81,120,135
"173","24JAN25 16:39:46 ",12,13,81,120,135
"174","24JAN25 16:39:47 ",11,13,81,120,135
"175","24JAN25 16:39:48 ",11,12,87,120,135
"176","24JAN25 16:39:49 ",10,12,87,120,135
"177","24JAN25 16:39:50 ",10,12,87,120,135
"178","24JAN25 16:39:51 ",10,11,87,120,135
"179","24JAN25 16:39:52 ",9,11,87,120,135
"180","24JAN25 16:39:53 ",9,10,87,120,135
"181","24JAN25 16:39:54 ",8,10,87,120,135
"182","24JAN25 16:39:55 ",9,12,87,120,135
"183","24JAN25 16:39:56 ",10,12,87,120,135
"184","24JAN25 16:39:57 ",10,12,87,120,135
"185","24JAN25 16:39:58 ",10,11,87,120,135
"186","24JAN25 16:39:59 ",9,11,87,120,135
"187","24JAN25 16:40:00 ",9,10,87,120,135
"188","24JAN25 16:40:01 ",8,10,87,120,135
"189","24JAN25 16:40:02 ",8,10,87,120,135
"190","24JAN25 16:40:03 ",7,9,87,120,135
"191","24JAN25 16:40:04 ",6,9,87,120,135
"192","24JAN25 16:40:05 ",6,8,87,120,135
"193","24JAN25 16:40:06 ",6,8,87,120,135
"194","24JAN25 16:40:07 ",5,8,87,120,135
"195","24JAN25 16:40:08 ",5,7,87,120,135
"196","24JAN25 16:40:09 ",5,7,87,120,135
"197","24JAN25 16:40:10 ",4,7,87,120,135
"198","24JAN25 16:40:11 ",4,7,87,120,135
"199","24JAN25 16:40:12 ",4,7,87,120,135
"200","24JAN25 16:40:13 ",4,7,87,120,135
"201","24JAN25 16:40:14 ",3,6,87,120,135
"202","24JAN25 16:40:15 ",3,6,87,120,135
"203","24JAN25 16:40:16 ",3,6,87,120,135
"204","24JAN25 16:40:17 ",3,6,87,120,135
"205","24JAN25 16:40:18 ",3,6,87,120,135
"206","24JAN25 16:40:19 ",3,6,87,120,135
"207","24JAN25 16:40:20 ",3,6,87,120,135
"208","24JAN25 16:40:21 ",3,6,87,120,135
"209","24JAN25 16:40:22 ",3,6,87,120,135
"210","24JAN25 16:40:23 ",3,6,87,120,135
"211","24JAN25 16:40:24 ",2,6,87,120,135
"212","24JAN25 16:40:25 ",2,6,87,120,135
"213","24JAN25 16:40:26 ",2,5,87,120,135
"214","24JAN25 16:40:27 ",2,5,87,120,135
"215","24JAN25 16:40:28 ",2,5,87,120,135
"216","24JAN25 16:40:29 ",2,5,87,120,135
"218","24JAN25 16:40:30 ",2,5,87,120,135
"219","24JAN25 16:40:31 ",2,5,87,120,135
"220","24JAN25 16:40:32 ",2,5,87,120,135
"221","24JAN25 16:40:33 ",2,5,87,120,135
