DATE, TIME, TRACK NUM, EZ, EX, SPEED (mph), 
16APR24, 22:10:01.4, Track 1, 101, 98, 60, 
16APR24, 22:10:29.0, Track 3, 102, 99, 41, 
16APR24, 22:10:40.1, Track 1, 98, 98, 34, 
16APR24, 22:10:50.0, Track 1, 101, 97, 9, 
16APR24, 22:11:00.1, Track 2, 95, 101, 38, 
16APR24, 22:11:03.3, Track 2, 92, 102, 58, 
16APR24, 22:11:06.0, Track 2, 89, 101, 58, 
16APR24, 22:11:09.3, Track 2, 86, 102, 59, 
16APR24, 22:11:12.1, Track 2, 83, 102, 60, 
16APR24, 22:11:14.8, Track 2, 80, 102, 61, 
16APR24, 22:11:17.2, Track 2, 77, 102, 63, 
16APR24, 22:11:20.1, Track 2, 74, 102, 64, 
16APR24, 22:11:22.8, Track 2, 71, 102, 65, 
16APR24, 22:11:25.5, Track 2, 68, 102, 66, 
16APR24, 22:11:28.0, Track 2, 65, 102, 68, 
16APR24, 22:11:29.6, Track 1, 98, 98, 13, 
16APR24, 22:11:30.8, Track 2, 62, 102, 69, 
16APR24, 22:11:31.2, Track 3, 98, 100, 33, 
16APR24, 22:11:32.8, Track 2, 59, 102, 70, 
16APR24, 22:11:35.2, Track 2, 56, 102, 72, 
16APR24, 22:11:37.9, Track 2, 53, 101, 71, 
16APR24, 22:11:39.5, Track 1, 101, 97, 5, 
16APR24, 22:11:39.5, Track 2, 50, 102, 76, 
16APR24, 22:11:40.7, Track 3, 101, 99, 64, 
16APR24, 22:11:42.3, Track 2, 47, 102, 76, 
16APR24, 22:11:44.4, Track 2, 44, 102, 78, 
16APR24, 22:11:46.8, Track 2, 41, 102, 77, 
16APR24, 22:11:48.7, Track 2, 38, 102, 79, 
16APR24, 22:11:51.1, Track 2, 35, 102, 79, 
16APR24, 22:11:53.5, Track 2, 32, 102, 79, 
16APR24, 22:11:54.3, Track 1, 98, 98, 41, 
16APR24, 22:11:55.1, Track 2, 29, 102, 80, 
16APR24, 22:11:55.9, Track 3, 98, 100, 37, 
16APR24, 22:11:57.6, Track 2, 26, 102, 83, 
16APR24, 22:11:59.9, Track 2, 23, 102, 81, 
16APR24, 22:12:01.5, Track 2, 20, 102, 82, 
16APR24, 22:12:03.9, Track 2, 17, 102, 85, 
16APR24, 22:12:05.9, Track 2, 14, 101, 85, 
16APR24, 22:12:07.5, Track 2, 11, 102, 87, 
16APR24, 22:12:10.0, Track 2, 8, 102, 89, 
16APR24, 22:12:13.6, Track 2, 2, 102, 87, 
16APR24, 22:12:14.0, Track 1, 87, 98, 25, 
16APR24, 22:12:14.4, Track 1, 64, 99, 25, 
16APR24, 22:12:14.7, Track 1, 41, 99, , 
16APR24, 22:12:15.6, Track 1, 17, 98, , 
16APR24, 22:12:16.0, Track 1, 8, 98, , 
16APR24, 22:12:19.6, Track 2, 22, 102, 58, 
16APR24, 22:12:20.0, Track 2, 46, 102, 58, 
16APR24, 22:12:20.4, Track 2, 70, 102, , 
16APR24, 22:12:20.8, Track 2, 95, 102, , 
16APR24, 22:12:21.1, Track 1, 2, 98, 3, 
16APR24, 22:12:21.1, Track 2, 98, 102, , 
16APR24, 22:12:29.5, Track 2, 101, 100, 39, 
16APR24, 22:12:34.2, Track 1, 5, 98, , 
16APR24, 22:12:34.6, Track 3, 101, 99, 29, 
16APR24, 22:12:37.5, Track 1, 8, 98, 66, 
16APR24, 22:12:39.9, Track 1, 11, 98, 67, 
16APR24, 22:12:42.6, Track 1, 14, 98, 67, 
16APR24, 22:12:45.4, Track 3, 98, 100, 30, 
16APR24, 22:12:45.8, Track 1, 17, 98, 66, 
16APR24, 22:12:48.6, Track 1, 20, 98, 68, 
16APR24, 22:12:51.4, Track 1, 23, 98, 68, 
16APR24, 22:12:54.2, Track 1, 26, 98, 70, 
16APR24, 22:12:57.0, Track 1, 29, 98, 75, 
16APR24, 22:12:58.6, Track 3, 101, 99, 36, 
16APR24, 22:12:59.8, Track 1, 32, 98, 71, 
16APR24, 22:13:01.8, Track 1, 35, 98, 78, 
16APR24, 22:13:04.6, Track 1, 38, 98, 73, 
16APR24, 22:13:07.3, Track 1, 41, 98, 80, 
16APR24, 22:13:09.7, Track 1, 44, 98, 77, 
16APR24, 22:13:11.7, Track 1, 47, 98, 76, 
16APR24, 22:13:14.2, Track 1, 50, 98, 88, 
16APR24, 22:13:16.9, Track 1, 53, 98, 77, 
16APR24, 22:13:19.3, Track 1, 56, 98, 88, 
16APR24, 22:13:20.9, Track 1, 59, 98, 90, 
16APR24, 22:13:23.7, Track 1, 62, 98, 75, 
16APR24, 22:13:25.7, Track 1, 65, 98, 96, 
16APR24, 22:13:28.5, Track 1, 68, 98, 84, 
16APR24, 22:13:30.1, Track 1, 71, 98, 82, 
16APR24, 22:13:32.1, Track 1, 74, 98, 101, 
16APR24, 22:13:34.8, Track 1, 77, 98, 85, 
16APR24, 22:13:36.4, Track 1, 80, 98, 85, 
16APR24, 22:13:37.7, Track 3, 98, 100, 24, 
16APR24, 22:13:38.4, Track 1, 83, 98, 110, 
16APR24, 22:13:41.2, Track 1, 86, 98, 83, 
16APR24, 22:13:42.9, Track 1, 89, 98, 93, 
16APR24, 22:13:46.5, Track 3, 101, 99, 52, 
16APR24, 22:13:47.2, Track 1, 92, 100, 37, 
16APR24, 22:13:49.6, Track 1, 95, 99, 83, 
16APR24, 22:13:56.0, Track 1, 98, 99, 54, 
16APR24, 22:14:02.0, Track 3, 98, 100, 32, 
16APR24, 22:14:20.8, Track 1, 101, 98, 35, 
16APR24, 22:15:01.0, Track 3, 101, 99, 23, 
16APR24, 22:15:41.8, Track 3, 98, 99, 19, 
16APR24, 22:15:52.5, Track 3, 101, 99, 31, 
16APR24, 22:16:06.3, Track 3, 98, 100, 7, 
16APR24, 22:17:57.7, Track 3, 101, 99, 34, 
16APR24, 22:19:01.0, Track 1, 98, 98, 25, 
16APR24, 22:19:13.0, Track 1, 101, 98, 19, 
16APR24, 22:19:24.9, Track 1, 98, 98, 7, 
16APR24, 22:19:37.3, Track 1, 102, 97, 25, 
16APR24, 22:19:48.5, Track 1, 99, 98, 52, 
16APR24, 22:19:51.3, Track 3, 98, 100, 29, 
16APR24, 22:20:00.1, Track 3, 101, 99, 27, 
16APR24, 22:20:02.1, Track 1, 102, 97, 37, 
16APR24, 22:21:05.1, Track 1, 98, 98, 49, 
16APR24, 22:21:07.9, Track 3, 98, 100, 9, 
16APR24, 22:21:14.7, Track 1, 101, 97, 42, 
16APR24, 22:21:16.6, Track 3, 101, 99, 96, 
16APR24, 22:21:30.2, Track 1, 98, 98, , 
16APR24, 22:21:32.2, Track 3, 98, 100, 30, 
16APR24, 22:22:05.7, Track 3, 101, 99, 48, 
16APR24, 22:22:07.7, Track 1, 101, 97, 16, 
16APR24, 22:22:21.2, Track 1, 98, 98, 16, 
16APR24, 22:22:32.0, Track 1, 101, 97, 80, 
16APR24, 22:22:46.3, Track 1, 98, 98, 32, 
16APR24, 22:23:12.2, Track 3, 98, 100, 12, 
16APR24, 22:23:20.6, Track 1, 101, 97, 47, 
16APR24, 22:23:22.6, Track 3, 101, 99, 86, 
16APR24, 22:23:35.7, Track 1, 98, 98, , 
16APR24, 22:24:01.3, Track 3, 98, 100, 38, 
16APR24, 22:24:11.3, Track 3, 101, 99, 25, 
16APR24, 22:24:13.6, Track 1, 102, 97, 13, 
16APR24, 22:24:23.6, Track 1, 99, 98, , 
16APR24, 22:24:37.9, Track 1, 102, 97, 46, 
16APR24, 22:24:48.7, Track 1, 99, 98, 39, 
16APR24, 22:25:02.7, Track 1, 102, 97, 2, 
16APR24, 22:25:13.1, Track 1, 99, 98, 44, 
16APR24, 22:25:18.3, Track 3, 98, 100, 6, 
16APR24, 22:25:27.8, Track 3, 101, 99, 44, 
16APR24, 22:25:31.8, Track 1, 102, 97, , 
16APR24, 22:25:39.4, Track 1, 99, 98, , 
16APR24, 22:26:07.3, Track 3, 98, 100, 24, 
16APR24, 22:26:16.4, Track 3, 101, 99, 39, 
16APR24, 22:26:19.6, Track 1, 102, 97, 32, 
16APR24, 22:26:28.4, Track 1, 99, 98, , 
16APR24, 22:26:43.6, Track 1, 102, 97, 46, 
16APR24, 22:26:53.9, Track 1, 99, 98, 46, 
16APR24, 22:27:21.9, Track 3, 98, 100, 11, 
16APR24, 22:27:33.0, Track 1, 102, 97, 1, 
16APR24, 22:27:33.8, Track 3, 101, 99, 36, 
16APR24, 22:28:11.6, Track 1, 98, 98, 42, 
16APR24, 22:28:20.8, Track 1, 101, 97, 31, 
16APR24, 22:28:35.9, Track 1, 98, 98, 28, 
16APR24, 22:28:37.6, Track 3, 98, 100, 27, 
16APR24, 22:28:46.7, Track 3, 101, 99, 101, 
16APR24, 22:28:48.7, Track 1, 101, 98, 30, 
16APR24, 22:29:01.1, Track 1, 98, 98, 7, 
16APR24, 22:29:02.7, Track 3, 98, 100, 45, 
16APR24, 22:29:37.3, Track 1, 101, 97, 84, 
16APR24, 22:29:38.6, Track 3, 101, 99, 9, 
16APR24, 22:29:51.6, Track 1, 98, 98, 32, 
16APR24, 22:30:01.7, Track 1, 101, 97, 18, 
16APR24, 22:30:17.6, Track 1, 98, 98, 37, 
16APR24, 22:30:18.5, Track 3, 98, 100, 25, 
16APR24, 22:30:26.8, Track 1, 101, 97, 8, 
16APR24, 22:30:28.4, Track 3, 101, 99, 23, 
16APR24, 22:30:41.2, Track 1, 98, 98, 21, 
16APR24, 22:30:42.8, Track 3, 98, 100, 28, 
16APR24, 22:30:52.4, Track 3, 101, 99, 105, 
16APR24, 22:30:53.9, Track 1, 101, 98, 19, 
16APR24, 22:31:05.9, Track 1, 98, 98, 36, 
16APR24, 22:31:07.4, Track 3, 98, 100, 45, 
16APR24, 22:31:44.2, Track 3, 101, 99, 36, 
16APR24, 22:31:57.8, Track 3, 98, 100, 6, 
16APR24, 22:32:07.6, Track 1, 101, 97, 38, 
16APR24, 22:32:22.4, Track 1, 98, 98, 25, 
16APR24, 22:32:31.2, Track 1, 101, 97, 78, 
16APR24, 22:32:47.6, Track 1, 98, 98, 16, 
16APR24, 22:32:55.9, Track 1, 101, 97, 71, 
16APR24, 22:32:58.3, Track 3, 101, 99, 45, 
16APR24, 22:33:13.5, Track 3, 98, 100, 26, 
16APR24, 22:33:32.2, Track 3, 101, 100, 22, 
16APR24, 22:33:36.6, Track 1, 98, 98, 25, 
16APR24, 22:33:37.8, Track 3, 98, 100, 37, 
16APR24, 22:33:47.4, Track 3, 101, 99, 29, 
16APR24, 22:33:49.0, Track 1, 101, 98, 2, 
16APR24, 22:34:02.8, Track 1, 98, 98, 32, 
16APR24, 22:34:13.7, Track 1, 101, 97, 72, 
16APR24, 22:34:52.4, Track 1, 98, 98, 25, 
16APR24, 22:34:53.9, Track 3, 98, 100, 10, 
16APR24, 22:35:02.0, Track 1, 101, 97, 105, 
16APR24, 22:35:04.3, Track 3, 101, 99, 33, 
16APR24, 22:36:08.0, Track 1, 98, 98, 27, 
16APR24, 22:36:19.2, Track 1, 101, 97, 108, 
16APR24, 22:36:33.2, Track 1, 98, 98, 19, 
16APR24, 22:36:59.9, Track 3, 98, 100, 2, 
16APR24, 22:37:07.9, Track 1, 101, 97, 87, 
16APR24, 22:37:09.5, Track 3, 101, 99, 42, 
16APR24, 22:38:11.7, Track 1, 98, 98, 20, 
16APR24, 22:38:24.9, Track 1, 101, 97, 15, 
16APR24, 22:38:36.9, Track 1, 98, 98, 31, 
16APR24, 22:38:49.2, Track 1, 101, 97, 11, 
16APR24, 22:39:02.7, Track 1, 98, 98, 4, 
16APR24, 22:39:02.7, Track 3, 98, 100, 50, 
16APR24, 22:39:13.1, Track 1, 101, 97, 38, 
16APR24, 22:39:15.4, Track 3, 101, 99, 35, 
16APR24, 22:39:27.8, Track 1, 98, 98, 18, 
16APR24, 22:39:37.4, Track 1, 101, 97, 77, 
16APR24, 22:39:53.7, Track 1, 98, 98, 28, 
16APR24, 22:40:02.5, Track 1, 101, 97, 18, 
16APR24, 22:40:17.3, Track 1, 98, 98, 23, 
16APR24, 22:40:19.7, Track 3, 98, 100, 23, 
16APR24, 22:40:29.2, Track 3, 101, 99, 33, 
16APR24, 22:40:30.4, Track 1, 101, 98, 39, 
16APR24, 22:40:42.4, Track 1, 98, 98, 37, 
16APR24, 22:41:07.9, Track 3, 98, 100, 5, 
16APR24, 22:41:19.1, Track 1, 101, 97, 41, 
16APR24, 22:41:20.3, Track 3, 101, 99, 25, 
16APR24, 22:41:32.7, Track 3, 98, 100, 32, 
16APR24, 22:41:33.4, Track 1, 98, 98, 37, 
16APR24, 22:41:43.4, Track 1, 101, 97, 88, 
16APR24, 22:41:59.3, Track 1, 98, 98, 31, 
16APR24, 22:42:07.7, Track 1, 101, 97, 58, 
16APR24, 22:42:22.9, Track 1, 98, 98, 22, 
16APR24, 22:42:32.0, Track 1, 101, 97, 36, 
16APR24, 22:42:34.4, Track 3, 101, 99, 72, 
16APR24, 22:42:47.6, Track 1, 98, 98, 27, 
16APR24, 22:42:59.9, Track 1, 101, 98, 35, 
16APR24, 22:43:12.3, Track 1, 98, 98, 34, 
16APR24, 22:43:25.0, Track 1, 101, 97, 34, 
16APR24, 22:43:36.6, Track 1, 98, 98, 45, 
16APR24, 22:43:49.4, Track 1, 101, 97, 30, 
16APR24, 22:44:27.6, Track 1, 98, 98, 23, 
16APR24, 22:44:29.6, Track 3, 98, 100, 10, 
16APR24, 22:44:37.6, Track 1, 101, 97, 17, 
16APR24, 22:44:39.1, Track 3, 101, 99, 48, 
16APR24, 22:44:52.8, Track 1, 98, 98, 18, 
16APR24, 22:45:02.3, Track 1, 101, 97, 28, 
16APR24, 22:45:18.3, Track 1, 98, 98, 17, 
16APR24, 22:45:30.7, Track 1, 101, 98, 25, 
16APR24, 22:45:42.7, Track 1, 98, 98, 31, 
16APR24, 22:45:44.2, Track 3, 98, 100, 41, 
16APR24, 22:45:53.0, Track 3, 101, 99, 18, 
16APR24, 22:46:35.2, Track 3, 98, 99, 24, 
16APR24, 22:46:43.1, Track 1, 101, 97, 35, 
16APR24, 22:46:45.1, Track 3, 101, 99, 37, 
16APR24, 22:46:59.2, Track 1, 98, 98, 14, 
16APR24, 22:47:07.9, Track 1, 101, 97, 47, 
16APR24, 22:47:23.4, Track 1, 98, 98, 43, 
16APR24, 22:47:32.2, Track 1, 101, 97, 7, 
16APR24, 22:47:48.6, Track 1, 98, 98, 38, 
16APR24, 22:47:49.0, Track 3, 98, 100, 28, 
16APR24, 22:47:58.6, Track 3, 101, 99, 53, 
16APR24, 22:47:59.7, Track 1, 101, 97, 36, 
16APR24, 22:48:14.0, Track 3, 98, 100, , 
16APR24, 22:48:50.7, Track 3, 101, 99, 41, 
16APR24, 22:49:04.3, Track 1, 98, 98, 23, 
16APR24, 22:49:13.1, Track 1, 101, 97, 11, 
16APR24, 22:49:53.4, Track 1, 98, 98, 11, 
16APR24, 22:50:05.7, Track 1, 101, 98, 40, 
16APR24, 22:50:17.7, Track 1, 98, 98, 49, 
16APR24, 22:50:43.9, Track 3, 98, 100, 47, 
16APR24, 22:50:53.6, Track 3, 101, 99, 42, 
16APR24, 22:50:55.1, Track 1, 101, 97, 19, 
16APR24, 22:51:09.1, Track 1, 98, 98, 38, 
16APR24, 22:51:19.0, Track 1, 101, 97, 21, 
16APR24, 22:51:34.7, Track 1, 98, 98, 32, 
16APR24, 22:51:43.8, Track 1, 101, 97, 1, 
16APR24, 22:51:59.4, Track 1, 98, 98, 27, 
16APR24, 22:52:00.2, Track 3, 98, 100, 33, 
16APR24, 22:52:08.4, Track 1, 101, 97, 1, 
16APR24, 22:52:10.0, Track 3, 101, 99, 59, 
16APR24, 22:52:25.2, Track 3, 98, 100, 36, 
16APR24, 22:52:36.0, Track 2, 95, 101, 29, 
16APR24, 22:52:40.0, Track 2, 92, 102, 39, 
16APR24, 22:52:43.6, Track 2, 89, 102, 42, 
16APR24, 22:52:43.6, Track 3, 101, 100, 21, 
16APR24, 22:52:47.6, Track 2, 86, 102, 43, 
16APR24, 22:52:48.4, Track 1, 98, 98, 41, 
16APR24, 22:52:49.6, Track 3, 98, 100, 33, 
16APR24, 22:52:51.6, Track 2, 83, 102, 45, 
16APR24, 22:52:55.6, Track 2, 80, 102, 46, 
16APR24, 22:52:58.7, Track 3, 101, 99, 23, 
16APR24, 22:52:59.1, Track 2, 77, 102, 47, 
16APR24, 22:53:00.8, Track 1, 101, 97, 21, 
16APR24, 22:53:02.7, Track 2, 74, 102, 48, 
16APR24, 22:53:06.3, Track 2, 71, 102, 49, 
16APR24, 22:53:09.5, Track 2, 68, 102, 50, 
16APR24, 22:53:13.1, Track 2, 65, 102, 51, 
16APR24, 22:53:15.1, Track 1, 98, 98, 57, 
16APR24, 22:53:16.7, Track 2, 62, 101, 46, 
16APR24, 22:53:20.0, Track 2, 59, 102, 58, 
16APR24, 22:53:23.1, Track 2, 56, 102, 54, 
16APR24, 22:53:25.1, Track 1, 101, 97, 67, 
16APR24, 22:53:26.3, Track 2, 53, 102, 55, 
16APR24, 22:53:29.1, Track 2, 50, 102, 56, 
16APR24, 22:53:32.2, Track 2, 47, 102, 56, 
16APR24, 22:53:35.4, Track 2, 44, 102, 58, 
16APR24, 22:53:38.3, Track 2, 41, 102, 59, 
16APR24, 22:53:39.4, Track 1, 98, 98, 22, 
16APR24, 22:53:41.0, Track 2, 38, 102, 60, 
16APR24, 22:53:44.2, Track 2, 35, 102, 61, 
16APR24, 22:53:47.0, Track 2, 32, 102, 61, 
16APR24, 22:53:49.4, Track 1, 101, 97, 12, 
16APR24, 22:53:49.8, Track 2, 29, 102, 63, 
16APR24, 22:53:52.2, Track 2, 26, 102, 64, 
16APR24, 22:53:55.0, Track 2, 23, 102, 65, 
16APR24, 22:53:57.4, Track 2, 20, 102, 66, 
16APR24, 22:54:00.2, Track 2, 17, 102, 67, 
16APR24, 22:54:03.0, Track 2, 14, 101, 67, 
16APR24, 22:54:05.0, Track 2, 11, 102, 70, 
16APR24, 22:54:05.4, Track 3, 98, 100, 13, 
16APR24, 22:54:07.4, Track 2, 8, 102, 71, 
16APR24, 22:54:12.6, Track 2, 2, 102, 70, 
16APR24, 22:54:13.5, Track 1, 79, 98, 17, 
16APR24, 22:54:13.8, Track 1, 57, 99, , 
16APR24, 22:54:14.3, Track 1, 34, 100, , 
16APR24, 22:54:15.1, Track 1, 10, 98, , 
16APR24, 22:54:16.3, Track 1, 7, 98, , 
16APR24, 22:54:16.3, Track 3, 101, 99, 88, 
16APR24, 22:54:23.4, Track 1, 1, 98, 56, 
16APR24, 22:55:08.8, Track 2, 24, 102, , 
16APR24, 22:55:09.2, Track 2, 48, 102, 60, 
16APR24, 22:55:09.6, Track 2, 72, 102, , 
16APR24, 22:55:10.0, Track 2, 96, 102, , 
16APR24, 22:55:12.4, Track 2, 99, 100, , 
16APR24, 22:55:24.3, Track 1, 4, 98, , 
16APR24, 22:55:27.5, Track 1, 7, 98, 58, 
16APR24, 22:55:31.0, Track 1, 10, 98, 58, 
16APR24, 22:55:34.2, Track 1, 13, 98, 56, 
16APR24, 22:55:37.8, Track 1, 16, 98, 58, 
16APR24, 22:55:41.1, Track 1, 19, 98, 56, 
16APR24, 22:55:44.2, Track 1, 22, 98, 59, 
16APR24, 22:55:47.8, Track 1, 25, 98, 59, 
16APR24, 22:55:51.0, Track 1, 28, 98, 58, 
16APR24, 22:55:54.2, Track 1, 31, 98, 62, 
16APR24, 22:55:57.3, Track 1, 34, 98, 62, 
16APR24, 22:56:00.2, Track 1, 37, 98, 64, 
16APR24, 22:56:03.4, Track 1, 40, 98, 62, 
16APR24, 22:56:06.2, Track 1, 43, 98, 65, 
16APR24, 22:56:09.3, Track 1, 46, 98, 63, 
16APR24, 22:56:12.2, Track 1, 49, 98, 67, 
16APR24, 22:56:15.2, Track 1, 52, 98, 65, 
16APR24, 22:56:17.7, Track 1, 55, 98, 66, 
16APR24, 22:56:20.5, Track 1, 58, 98, 73, 
16APR24, 22:56:23.7, Track 1, 61, 98, 65, 
16APR24, 22:56:25.6, Track 1, 64, 98, 79, 
16APR24, 22:56:28.9, Track 1, 67, 98, 68, 
16APR24, 22:56:30.8, Track 1, 70, 98, 87, 
16APR24, 22:56:34.0, Track 1, 73, 98, 69, 
16APR24, 22:56:36.4, Track 1, 76, 98, 82, 
16APR24, 22:56:38.8, Track 1, 79, 98, 73, 
16APR24, 22:56:41.2, Track 1, 82, 98, 71, 
16APR24, 22:56:43.2, Track 1, 85, 98, 97, 
16APR24, 22:56:46.8, Track 1, 88, 99, 52, 
16APR24, 22:56:49.5, Track 1, 91, 100, 63, 
16APR24, 22:56:53.2, Track 1, 94, 100, 52, 
16APR24, 22:56:59.9, Track 1, 97, 99, 26, 
16APR24, 22:57:51.3, Track 3, 98, 100, 35, 
16APR24, 22:58:26.1, Track 3, 101, 99, 11, 
16APR24, 22:58:42.5, Track 3, 98, 100, 24, 
16APR24, 22:58:51.6, Track 3, 101, 99, 34, 
16APR24, 22:59:31.0, Track 3, 98, 100, 24, 
16APR24, 22:59:40.6, Track 3, 101, 99, 34, 
16APR24, 23:00:20.1, Track 3, 98, 100, 34, 
16APR24, 23:00:32.5, Track 3, 101, 99, 27, 
16APR24, 23:01:36.7, Track 3, 98, 100, 26, 
16APR24, 23:01:46.6, Track 3, 101, 99, 12, 
16APR24, 23:02:36.0, Track 1, 100, 98, 62, 
16APR24, 23:02:53.2, Track 1, 97, 98, 35, 
16APR24, 23:02:59.9, Track 1, 100, 98, 36, 
16APR24, 23:03:17.8, Track 1, 97, 98, , 
16APR24, 23:03:35.4, Track 1, 100, 98, 27, 
16APR24, 23:03:44.5, Track 1, 97, 98, 5, 
16APR24, 23:03:48.9, Track 1, 100, 97, 104, 
16APR24, 23:04:32.8, Track 1, 97, 98, 23, 
16APR24, 23:04:41.1, Track 1, 100, 98, 62, 
16APR24, 23:04:59.2, Track 1, 97, 98, 39, 
16APR24, 23:05:05.0, Track 1, 100, 98, 34, 
16APR24, 23:05:47.3, Track 1, 97, 98, 38, 
16APR24, 23:05:49.4, Track 3, 97, 100, 35, 
16APR24, 23:05:54.9, Track 1, 100, 97, 39, 
16APR24, 23:05:55.7, Track 3, 100, 99, 56, 
16APR24, 23:07:03.9, Track 1, 97, 98, 12, 
16APR24, 23:07:11.1, Track 1, 100, 98, 65, 
16APR24, 23:07:16.7, Track 3, 103, 99, 54, 
16APR24, 23:07:28.6, Track 1, 97, 98, 29, 
16APR24, 23:07:49.3, Track 3, 99, 100, 36, 
16APR24, 23:08:04.1, Track 3, 102, 99, 14, 
16APR24, 23:09:05.1, Track 3, 99, 100, 44, 
16APR24, 23:09:16.3, Track 1, 100, 98, 75, 
16APR24, 23:09:19.4, Track 1, 103, 97, 26, 
16APR24, 23:09:21.4, Track 3, 102, 99, 20, 
16APR24, 23:09:26.9, Track 1, 100, 98, 18, 
16APR24, 23:09:35.0, Track 1, 97, 98, 6, 
16APR24, 23:09:54.6, Track 1, 100, 98, 23, 
16APR24, 23:09:55.7, Track 3, 98, 100, 28, 
16APR24, 23:09:58.9, Track 1, 97, 98, 12, 
16APR24, 23:10:05.6, Track 1, 100, 98, 82, 
16APR24, 23:10:08.1, Track 3, 101, 99, 30, 
16APR24, 23:10:36.8, Track 1, 103, 97, 69, 
16APR24, 23:10:41.6, Track 1, 100, 98, 30, 
16APR24, 23:10:50.3, Track 1, 97, 98, 7, 
16APR24, 23:10:54.3, Track 1, 100, 97, 38, 
16APR24, 23:11:12.7, Track 3, 98, 100, 28, 
16APR24, 23:11:14.7, Track 1, 97, 98, 57, 
16APR24, 23:11:18.7, Track 1, 100, 97, 39, 
16APR24, 23:11:21.8, Track 3, 101, 99, 100, 
16APR24, 23:11:37.0, Track 3, 98, 100, 41, 
16APR24, 23:12:04.5, Track 1, 97, 98, 8, 
16APR24, 23:12:10.9, Track 3, 101, 99, 65, 
16APR24, 23:12:11.3, Track 1, 100, 98, 76, 
16APR24, 23:12:43.5, Track 1, 103, 97, 44, 
16APR24, 23:12:46.3, Track 1, 100, 98, 22, 
16APR24, 23:13:17.8, Track 3, 98, 100, 13, 
16APR24, 23:13:20.2, Track 1, 97, 98, 13, 
16APR24, 23:13:24.7, Track 1, 100, 97, 52, 
16APR24, 23:13:27.4, Track 3, 101, 99, 45, 
16APR24, 23:13:42.6, Track 3, 98, 100, 16, 
16APR24, 23:13:44.2, Track 1, 97, 98, 11, 
16APR24, 23:13:49.3, Track 1, 100, 97, 26, 
16APR24, 23:13:55.8, Track 1, 103, 97, 45, 
16APR24, 23:14:02.5, Track 1, 100, 98, 27, 
16APR24, 23:14:34.4, Track 1, 97, 98, 32, 
16APR24, 23:14:41.9, Track 1, 100, 97, 19, 
16APR24, 23:14:59.9, Track 1, 97, 98, 23, 
16APR24, 23:15:06.2, Track 1, 100, 97, 33, 
16APR24, 23:15:12.7, Track 1, 103, 97, 20, 
16APR24, 23:15:16.7, Track 1, 100, 98, 30, 
16APR24, 23:15:23.8, Track 1, 97, 98, 30, 
16APR24, 23:15:30.6, Track 1, 100, 97, 23, 
16APR24, 23:15:33.4, Track 3, 101, 99, 45, 
16APR24, 23:15:50.2, Track 1, 97, 98, 22, 
16APR24, 23:15:54.5, Track 1, 100, 97, 52, 
16APR24, 23:16:15.2, Track 1, 97, 98, 9, 
16APR24, 23:16:22.0, Track 1, 100, 98, 59, 
16APR24, 23:16:25.7, Track 1, 103, 97, 52, 
16APR24, 23:16:32.4, Track 1, 100, 98, 46, 
16APR24, 23:16:39.2, Track 1, 97, 98, 23, 
16APR24, 23:16:47.3, Track 1, 100, 98, 48, 
16APR24, 23:17:05.8, Track 1, 97, 98, 14, 
16APR24, 23:17:11.5, Track 1, 100, 98, 51, 
16APR24, 23:17:29.0, Track 3, 98, 100, 1, 
16APR24, 23:17:29.4, Track 1, 97, 98, 29, 
16APR24, 23:17:36.6, Track 1, 100, 97, 34, 
16APR24, 23:17:38.5, Track 3, 101, 99, 12, 
16APR24, 23:17:43.0, Track 1, 103, 97, 23, 
16APR24, 23:17:47.0, Track 1, 100, 98, 42, 
16APR24, 23:17:53.7, Track 1, 97, 98, 22, 
16APR24, 23:17:54.1, Track 3, 98, 100, 20, 
16APR24, 23:18:00.4, Track 1, 100, 97, 94, 
16APR24, 23:18:03.3, Track 3, 101, 99, 32, 
16APR24, 23:18:44.4, Track 1, 97, 98, 51, 
16APR24, 23:18:53.2, Track 1, 100, 98, 68, 
16APR24, 23:18:56.0, Track 1, 103, 97, 61, 
16APR24, 23:19:02.7, Track 1, 100, 98, 26, 
16APR24, 23:19:07.1, Track 3, 98, 100, 25, 
16APR24, 23:19:09.1, Track 1, 97, 98, 18, 
16APR24, 23:19:16.7, Track 3, 101, 99, 10, 
16APR24, 23:19:17.0, Track 1, 100, 98, 68, 
16APR24, 23:19:32.6, Track 3, 98, 100, 37, 
16APR24, 23:19:33.8, Track 1, 97, 98, 26, 
16APR24, 23:19:42.6, Track 1, 101, 97, 41, 
16APR24, 23:19:44.2, Track 3, 101, 99, 1, 
16APR24, 23:20:02.5, Track 2, 95, 101, 25, 
16APR24, 23:20:06.5, Track 2, 92, 101, 41, 
16APR24, 23:20:10.1, Track 2, 89, 101, 47, 
16APR24, 23:20:14.1, Track 2, 86, 101, 45, 
16APR24, 23:20:17.6, Track 2, 83, 101, 48, 
16APR24, 23:20:21.7, Track 2, 80, 101, 48, 
16APR24, 23:20:25.3, Track 2, 77, 101, 48, 
16APR24, 23:20:28.5, Track 2, 74, 101, 49, 
16APR24, 23:20:32.1, Track 2, 71, 101, 49, 
16APR24, 23:20:35.7, Track 2, 68, 101, 51, 
16APR24, 23:20:38.9, Track 2, 65, 102, 53, 
16APR24, 23:20:42.1, Track 2, 62, 101, 53, 
