"Count","DateTime","T2 Ez","T2 CheckEz","T2 Ex","T2 Prime","T2 DAX A"
"350","20JAN25 15:52:02 ",97,97,91,125,140
"351","20JAN25 15:52:03 ",97,97,91,125,140
"352","20JAN25 15:52:04 ",97,97,91,125,140
"353","20JAN25 15:52:05 ",97,97,91,125,140
"354","20JAN25 15:52:06 ",97,97,91,125,140
"355","20JAN25 15:52:07 ",97,97,91,125,140
"356","20JAN25 15:52:08 ",97,97,90,125,140
"357","20JAN25 15:52:09 ",97,97,91,125,140
"358","20JAN25 15:52:10 ",97,97,91,125,140
"359","20JAN25 15:52:11 ",97,97,90,125,140
"360","20JAN25 15:52:12 ",97,97,91,125,140
"361","20JAN25 15:52:13 ",97,97,91,125,140
"362","20JAN25 15:52:14 ",97,96,91,125,140
"363","20JAN25 15:52:15 ",97,97,91,125,140
"364","20JAN25 15:52:16 ",97,97,90,125,140
"365","20JAN25 15:52:17 ",97,97,90,125,140
"366","20JAN25 15:52:18 ",97,97,91,125,140
"367","20JAN25 15:52:19 ",97,97,91,125,140
"368","20JAN25 15:52:20 ",97,97,91,125,140
"369","20JAN25 15:52:21 ",97,97,90,125,140
"370","20JAN25 15:52:22 ",97,97,91,125,140
"371","20JAN25 15:52:23 ",97,97,90,125,140
"372","20JAN25 15:52:24 ",97,97,91,125,140
"373","20JAN25 15:52:25 ",97,97,91,125,140
"374","20JAN25 15:52:26 ",97,97,90,125,140
"375","20JAN25 15:52:27 ",97,97,90,125,140
"376","20JAN25 15:52:28 ",97,97,90,125,140
"377","20JAN25 15:52:29 ",97,97,90,125,140
"378","20JAN25 15:52:30 ",97,97,90,125,140
"379","20JAN25 15:52:31 ",97,97,90,125,140
"380","20JAN25 15:52:32 ",97,97,90,125,140
"381","20JAN25 15:52:33 ",97,97,90,125,140
"382","20JAN25 15:52:34 ",97,97,90,125,140
"383","20JAN25 15:52:35 ",97,97,90,125,140
"384","20JAN25 15:52:36 ",97,97,90,125,140
"386","20JAN25 15:52:37 ",97,97,90,125,140
"387","20JAN25 15:52:38 ",97,97,90,125,140
"388","20JAN25 15:52:39 ",97,97,90,125,140
"389","20JAN25 15:52:40 ",97,97,90,125,140
"390","20JAN25 15:52:41 ",97,97,90,125,140
"391","20JAN25 15:52:42 ",97,97,90,125,140
"392","20JAN25 15:52:43 ",97,97,90,125,140
"393","20JAN25 15:52:44 ",97,97,90,125,140
"394","20JAN25 15:52:45 ",97,97,90,125,140
"395","20JAN25 15:52:46 ",97,97,90,125,140
"396","20JAN25 15:52:47 ",97,97,90,125,140
"397","20JAN25 15:52:48 ",97,97,90,125,140
"398","20JAN25 15:52:49 ",97,97,90,125,140
"399","20JAN25 15:52:50 ",97,97,90,125,140
"400","20JAN25 15:52:51 ",97,97,90,125,140
"401","20JAN25 15:52:52 ",97,97,90,125,140
"402","20JAN25 15:52:53 ",97,97,90,125,140
"403","20JAN25 15:52:54 ",97,97,90,125,140
"404","20JAN25 15:52:55 ",97,97,90,125,140
"405","20JAN25 15:52:56 ",97,97,90,125,140
"406","20JAN25 15:52:57 ",97,97,90,125,140
"407","20JAN25 15:52:59 ",97,97,90,125,140
"408","20JAN25 15:53:00 ",97,97,90,125,140
"409","20JAN25 15:53:01 ",97,97,90,125,140
"410","20JAN25 15:53:02 ",97,97,91,125,140
"411","20JAN25 15:53:03 ",97,97,91,125,140
"412","20JAN25 15:53:04 ",97,97,90,125,140
"413","20JAN25 15:53:05 ",97,97,91,125,140
"414","20JAN25 15:53:06 ",97,97,91,125,140
"415","20JAN25 15:53:07 ",97,97,91,125,140
"416","20JAN25 15:53:08 ",97,97,91,125,140
"417","20JAN25 15:53:09 ",97,97,91,125,140
"418","20JAN25 15:53:10 ",97,97,91,125,140
"419","20JAN25 15:53:11 ",97,97,91,125,140
"420","20JAN25 15:53:12 ",97,97,91,125,140
"421","20JAN25 15:53:13 ",97,97,91,125,140
"422","20JAN25 15:53:14 ",97,97,91,125,140
"423","20JAN25 15:53:15 ",97,97,91,125,140
"424","20JAN25 15:53:16 ",97,97,91,125,140
"425","20JAN25 15:53:17 ",97,96,91,125,140
"426","20JAN25 15:53:18 ",97,97,91,125,140
"427","20JAN25 15:53:19 ",97,97,91,125,140
"428","20JAN25 15:53:20 ",97,97,91,125,140
"429","20JAN25 15:53:21 ",97,96,91,125,140
"430","20JAN25 15:53:22 ",97,97,90,125,140
"431","20JAN25 15:53:23 ",97,97,91,125,140
