"Count","DateTime","T2 Ez","T2 CheckEz","T2 Ex","T2 Prime","T2 DAX A"
"113","03FEB25 12:16:52 ",43,43,96,125,135
"114","03FEB25 12:16:53 ",43,43,96,125,135
"115","03FEB25 12:16:54 ",42,42,95,125,135
"116","03FEB25 12:16:55 ",42,42,95,125,135
"117","03FEB25 12:16:56 ",42,42,93,125,135
"118","03FEB25 12:16:57 ",42,41,94,125,135
"119","03FEB25 12:16:58 ",42,41,94,125,135
"120","03FEB25 12:16:59 ",41,41,93,125,135
"121","03FEB25 12:17:00 ",41,41,93,125,135
"123","03FEB25 12:17:01 ",41,40,94,125,135
"124","03FEB25 12:17:02 ",40,39,94,125,135
"125","03FEB25 12:17:03 ",39,39,94,125,135
"126","03FEB25 12:17:04 ",39,39,94,125,135
"127","03FEB25 12:17:05 ",39,38,94,125,135
"128","03FEB25 12:17:06 ",38,38,94,125,135
"129","03FEB25 12:17:07 ",38,38,94,125,135
"130","03FEB25 12:17:08 ",38,37,94,125,135
"131","03FEB25 12:17:09 ",37,37,94,125,135
"132","03FEB25 12:17:10 ",37,37,93,125,135
"133","03FEB25 12:17:11 ",37,36,93,125,135
"134","03FEB25 12:17:12 ",37,36,93,125,135
"135","03FEB25 12:17:13 ",36,36,93,125,135
"136","03FEB25 12:17:14 ",36,36,93,125,135
"137","03FEB25 12:17:15 ",36,36,93,125,135
"138","03FEB25 12:17:16 ",35,34,94,125,135
"139","03FEB25 12:17:17 ",34,34,94,125,135
"140","03FEB25 12:17:18 ",34,34,94,125,135
"141","03FEB25 12:17:19 ",34,33,94,125,135
"142","03FEB25 12:17:20 ",33,33,94,125,135
"143","03FEB25 12:17:21 ",33,33,94,120,135
"144","03FEB25 12:17:22 ",33,33,95,120,135
"145","03FEB25 12:17:23 ",32,32,95,120,135
"146","03FEB25 12:17:24 ",32,32,95,120,135
"147","03FEB25 12:17:25 ",32,32,95,120,135
"148","03FEB25 12:17:26 ",31,31,95,120,135
"149","03FEB25 12:17:27 ",31,31,95,120,135
"150","03FEB25 12:17:28 ",31,31,95,120,135
"151","03FEB25 12:17:29 ",31,31,95,120,135
"152","03FEB25 12:17:30 ",31,32,94,120,135
"153","03FEB25 12:17:31 ",32,32,92,120,135
"154","03FEB25 12:17:32 ",32,32,92,120,135
"155","03FEB25 12:17:33 ",32,32,92,120,135
"156","03FEB25 12:17:34 ",32,31,92,120,135
"157","03FEB25 12:17:35 ",31,31,92,120,135
"158","03FEB25 12:17:36 ",31,31,92,120,135
"159","03FEB25 12:17:37 ",31,30,92,120,135
"160","03FEB25 12:17:38 ",30,30,92,120,135
"161","03FEB25 12:17:39 ",30,29,92,120,135
"162","03FEB25 12:17:40 ",29,29,92,120,135
"163","03FEB25 12:17:41 ",29,29,92,120,135
"164","03FEB25 12:17:42 ",29,29,92,120,135
"165","03FEB25 12:17:43 ",29,28,93,120,135
"166","03FEB25 12:17:44 ",28,28,92,120,135
"167","03FEB25 12:17:45 ",28,28,92,120,135
"168","03FEB25 12:17:46 ",28,28,92,120,135
"169","03FEB25 12:17:47 ",28,27,92,120,135
"170","03FEB25 12:17:48 ",27,27,92,120,135
"171","03FEB25 12:17:49 ",27,27,91,120,135
"172","03FEB25 12:17:50 ",27,27,91,120,135
"173","03FEB25 12:17:51 ",27,27,92,120,135
"174","03FEB25 12:17:52 ",26,26,92,120,135
"175","03FEB25 12:17:53 ",25,25,92,120,135
"176","03FEB25 12:17:54 ",25,25,92,120,135
"177","03FEB25 12:17:55 ",25,25,92,120,135
"178","03FEB25 12:17:56 ",25,25,92,120,135
"179","03FEB25 12:17:57 ",25,24,93,120,135
"180","03FEB25 12:17:58 ",24,24,93,120,135
"181","03FEB25 12:17:59 ",24,24,93,120,135
"182","03FEB25 12:18:00 ",24,23,93,120,135
"183","03FEB25 12:18:01 ",23,23,93,120,135
"184","03FEB25 12:18:02 ",23,23,93,120,135
"185","03FEB25 12:18:03 ",23,23,93,120,135
"186","03FEB25 12:18:04 ",23,23,93,120,135
"187","03FEB25 12:18:05 ",22,22,93,120,135
"188","03FEB25 12:18:06 ",22,22,90,120,135
"189","03FEB25 12:18:07 ",22,22,88,120,135
"190","03FEB25 12:18:08 ",22,22,88,120,135
"191","03FEB25 12:18:09 ",22,22,88,120,135
"192","03FEB25 12:18:10 ",22,22,88,120,135
"193","03FEB25 12:18:11 ",22,22,88,120,135
"194","03FEB25 12:18:12 ",21,21,88,120,135
"195","03FEB25 12:18:13 ",21,20,88,120,135
"196","03FEB25 12:18:14 ",21,20,88,120,135
"197","03FEB25 12:18:15 ",20,20,88,120,135
"198","03FEB25 12:18:16 ",20,20,88,120,135
"199","03FEB25 12:18:17 ",20,20,88,120,135
"200","03FEB25 12:18:18 ",20,19,88,120,135
"201","03FEB25 12:18:19 ",19,19,89,120,135
"202","03FEB25 12:18:20 ",19,19,88,120,135
"203","03FEB25 12:18:21 ",19,19,87,120,135
"204","03FEB25 12:18:22 ",19,19,87,120,135
"205","03FEB25 12:18:23 ",19,18,87,120,135
"206","03FEB25 12:18:24 ",18,18,87,120,135
"207","03FEB25 12:18:25 ",18,18,87,120,135
"208","03FEB25 12:18:26 ",18,18,87,120,135
"209","03FEB25 12:18:27 ",18,18,87,120,135
"210","03FEB25 12:18:28 ",17,17,87,120,135
"211","03FEB25 12:18:29 ",17,17,87,120,135
"212","03FEB25 12:18:30 ",17,16,88,120,135
"213","03FEB25 12:18:31 ",16,16,88,120,135
"214","03FEB25 12:18:32 ",16,16,88,120,135
"215","03FEB25 12:18:33 ",16,16,88,120,135
"216","03FEB25 12:18:34 ",15,15,88,120,135
"217","03FEB25 12:18:35 ",15,15,89,120,135
"218","03FEB25 12:18:36 ",15,15,89,120,135
"219","03FEB25 12:18:37 ",15,15,89,120,135
"220","03FEB25 12:18:38 ",15,14,89,120,135
"221","03FEB25 12:18:39 ",14,14,89,120,135
"222","03FEB25 12:18:40 ",14,14,89,120,135
"223","03FEB25 12:18:41 ",14,14,89,120,135
"224","03FEB25 12:18:42 ",14,14,86,120,135
"225","03FEB25 12:18:43 ",14,14,85,120,135
"226","03FEB25 12:18:44 ",14,14,85,120,135
"227","03FEB25 12:18:45 ",14,14,85,120,135
"228","03FEB25 12:18:46 ",14,13,85,120,135
"229","03FEB25 12:18:47 ",13,13,85,120,135
"230","03FEB25 12:18:48 ",13,13,85,120,135
"231","03FEB25 12:18:49 ",13,12,85,120,135
"232","03FEB25 12:18:50 ",13,12,85,120,135
"233","03FEB25 12:18:52 ",12,12,85,120,135
"234","03FEB25 12:18:53 ",12,12,85,120,135
"235","03FEB25 12:18:54 ",12,12,85,120,135
"236","03FEB25 12:18:55 ",12,12,85,120,135
"237","03FEB25 12:18:56 ",12,11,85,120,135
"238","03FEB25 12:18:57 ",11,11,85,120,135
"239","03FEB25 12:18:58 ",11,11,82,120,135
"240","03FEB25 12:18:59 ",11,11,82,120,135
"241","03FEB25 12:19:00 ",11,11,82,120,135
"242","03FEB25 12:19:01 ",11,11,82,120,135
"243","03FEB25 12:19:02 ",11,10,82,120,135
"244","03FEB25 12:19:03 ",10,10,82,120,135
"245","03FEB25 12:19:04 ",10,9,82,120,135
"246","03FEB25 12:19:05 ",9,9,82,120,135
"247","03FEB25 12:19:06 ",9,9,82,120,135
"248","03FEB25 12:19:07 ",9,9,97,120,135
"249","03FEB25 12:19:08 ",9,9,97,120,135
"250","03FEB25 12:19:09 ",9,9,97,120,135
"251","03FEB25 12:19:10 ",8,8,97,120,135
"252","03FEB25 12:19:11 ",8,8,97,120,135
"253","03FEB25 12:19:12 ",8,8,97,120,135
"254","03FEB25 12:19:13 ",8,8,97,120,135
"255","03FEB25 12:19:14 ",8,8,97,120,135
"256","03FEB25 12:19:15 ",8,7,97,120,135
"257","03FEB25 12:19:16 ",7,7,97,120,135
"258","03FEB25 12:19:17 ",7,7,97,120,135
"259","03FEB25 12:19:18 ",7,7,97,120,135
"260","03FEB25 12:19:19 ",7,7,97,120,135
"261","03FEB25 12:19:20 ",7,7,97,120,135
"262","03FEB25 12:19:21 ",7,7,97,120,135
"263","03FEB25 12:19:22 ",7,7,97,120,135
"264","03FEB25 12:19:23 ",7,7,97,120,135
"265","03FEB25 12:19:24 ",7,7,97,120,135
"267","03FEB25 12:19:25 ",6,6,97,120,135
"268","03FEB25 12:19:26 ",6,6,97,120,135
"269","03FEB25 12:19:27 ",6,6,97,120,135
"270","03FEB25 12:19:28 ",6,6,97,120,135
"271","03FEB25 12:19:29 ",6,5,97,120,135
"272","03FEB25 12:19:30 ",5,5,97,120,135
"273","03FEB25 12:19:31 ",5,5,97,120,135
"274","03FEB25 12:19:32 ",5,5,97,120,135
"275","03FEB25 12:19:33 ",5,5,97,120,135
"276","03FEB25 12:19:34 ",5,5,97,120,135
"277","03FEB25 12:19:35 ",5,4,97,120,135
"278","03FEB25 12:19:36 ",5,4,97,120,135
"279","03FEB25 12:19:37 ",4,4,97,120,135
"280","03FEB25 12:19:38 ",4,4,97,120,135
"281","03FEB25 12:19:39 ",4,4,97,120,135
"282","03FEB25 12:19:40 ",4,3,97,120,135
"283","03FEB25 12:19:41 ",3,3,97,120,135
"284","03FEB25 12:19:42 ",3,3,97,120,135
"285","03FEB25 12:19:43 ",3,3,97,120,135
"286","03FEB25 12:19:44 ",3,3,97,120,135
"287","03FEB25 12:19:45 ",3,3,97,120,135
"288","03FEB25 12:19:46 ",3,3,97,120,135
"289","03FEB25 12:19:47 ",2,2,97,120,135
"290","03FEB25 12:19:48 ",2,2,97,120,135
"291","03FEB25 12:19:49 ",2,2,97,120,135
"292","03FEB25 12:19:50 ",2,2,97,120,135
"293","03FEB25 12:19:51 ",2,2,97,120,135
"294","03FEB25 12:19:52 ",2,2,97,120,135
"295","03FEB25 12:19:53 ",2,2,97,120,135
"296","03FEB25 12:19:54 ",1,2,97,120,135
"297","03FEB25 12:19:55 ",1,2,97,120,135
"298","03FEB25 12:19:56 ",1,2,97,120,135
"299","03FEB25 12:19:57 ",1,2,97,120,135
"300","03FEB25 12:19:58 ",1,1,97,120,135
"301","03FEB25 12:19:59 ",1,1,97,120,135
"302","03FEB25 12:20:00 ",1,1,97,120,135
"303","03FEB25 12:20:01 ",1,1,97,120,135
"304","03FEB25 12:20:02 ",1,1,97,120,135
"305","03FEB25 12:20:03 ",1,1,97,120,135
"306","03FEB25 12:20:04 ",1,1,97,120,135
"307","03FEB25 12:20:05 ",1,1,97,120,135
"308","03FEB25 12:20:06 ",1,1,97,120,135
"309","03FEB25 12:20:07 ",1,1,97,120,135
"310","03FEB25 12:20:08 ",1,1,97,120,135
"311","03FEB25 12:20:09 ",1,1,97,120,135
"312","03FEB25 12:20:10 ",1,1,97,120,135
"313","03FEB25 12:20:11 ",1,1,97,120,135
"314","03FEB25 12:20:12 ",1,1,97,120,135
"315","03FEB25 12:20:13 ",1,1,97,120,135
"316","03FEB25 12:20:14 ",1,2,97,120,135
"317","03FEB25 12:20:15 ",1,2,97,120,135
"318","03FEB25 12:20:16 ",1,2,97,120,135
"319","03FEB25 12:20:17 ",1,2,97,120,135
"320","03FEB25 12:20:18 ",1,2,97,120,135
"321","03FEB25 12:20:19 ",2,2,97,120,135
"322","03FEB25 12:20:20 ",2,2,97,120,135
"323","03FEB25 12:20:21 ",2,2,97,120,135
"324","03FEB25 12:20:22 ",2,2,97,120,135
"325","03FEB25 12:20:23 ",2,2,97,120,135
"326","03FEB25 12:20:24 ",2,2,97,120,135
"327","03FEB25 12:20:25 ",2,2,97,120,135
"328","03FEB25 12:20:26 ",2,2,97,120,135
"329","03FEB25 12:20:27 ",2,2,97,120,135
"330","03FEB25 12:20:28 ",2,2,97,120,135
"331","03FEB25 12:20:29 ",2,2,97,120,135
"332","03FEB25 12:20:30 ",2,2,97,120,135
"333","03FEB25 12:20:31 ",2,2,97,120,135
"334","03FEB25 12:20:32 ",2,2,97,120,135
"335","03FEB25 12:20:33 ",2,2,97,120,135
"336","03FEB25 12:20:34 ",2,2,97,120,135
"337","03FEB25 12:20:35 ",2,2,97,120,135
"338","03FEB25 12:20:36 ",2,2,97,120,135
"339","03FEB25 12:20:37 ",2,2,97,120,135
"340","03FEB25 12:20:38 ",2,2,97,120,135
"341","03FEB25 12:20:39 ",2,2,97,120,135
"342","03FEB25 12:20:40 ",2,2,97,120,135
"343","03FEB25 12:20:41 ",2,2,97,120,135
"344","03FEB25 12:20:42 ",2,2,97,120,135
"345","03FEB25 12:20:43 ",2,2,97,120,135
"346","03FEB25 12:20:44 ",2,2,97,120,135
"347","03FEB25 12:20:45 ",2,2,97,120,135
"348","03FEB25 12:20:46 ",2,2,97,120,135
"349","03FEB25 12:20:47 ",2,2,97,120,135
"350","03FEB25 12:20:48 ",2,2,97,120,135
"351","03FEB25 12:20:49 ",2,2,97,120,135
"352","03FEB25 12:20:50 ",2,2,97,120,135
"353","03FEB25 12:20:51 ",2,2,97,120,135
"354","03FEB25 12:20:52 ",2,2,97,120,135
"355","03FEB25 12:20:53 ",2,2,97,120,135
"356","03FEB25 12:20:54 ",2,2,97,120,135
"357","03FEB25 12:20:55 ",2,2,97,120,135
"358","03FEB25 12:20:56 ",2,2,97,120,135
"359","03FEB25 12:20:57 ",2,2,97,120,135
"360","03FEB25 12:20:58 ",2,2,97,120,135
"361","03FEB25 12:20:59 ",2,2,97,120,135
"362","03FEB25 12:21:00 ",2,2,97,120,135
"363","03FEB25 12:21:01 ",2,2,97,120,135
"364","03FEB25 12:21:02 ",2,2,97,120,135
"365","03FEB25 12:21:03 ",2,2,97,120,135
"366","03FEB25 12:21:04 ",2,2,97,120,135
"367","03FEB25 12:21:05 ",2,2,97,120,135
"368","03FEB25 12:21:06 ",2,2,97,120,135
"369","03FEB25 12:21:07 ",2,2,97,120,135
"370","03FEB25 12:21:08 ",2,2,97,120,135
"371","03FEB25 12:21:09 ",2,2,97,120,135
"372","03FEB25 12:21:10 ",2,2,97,120,135
"373","03FEB25 12:21:12 ",2,2,97,120,135
"374","03FEB25 12:21:13 ",2,2,97,120,135
"375","03FEB25 12:21:14 ",2,2,97,120,135
"376","03FEB25 12:21:15 ",2,2,97,120,135
"377","03FEB25 12:21:16 ",2,2,97,120,135
"378","03FEB25 12:21:17 ",2,2,97,120,135
"379","03FEB25 12:21:18 ",2,2,97,120,135
"380","03FEB25 12:21:19 ",2,2,97,120,135
"381","03FEB25 12:21:20 ",2,2,97,120,135
"382","03FEB25 12:21:21 ",2,2,97,120,135
"383","03FEB25 12:21:22 ",2,2,97,120,135
"384","03FEB25 12:21:23 ",2,2,97,120,135
"385","03FEB25 12:21:24 ",2,2,97,120,135
"386","03FEB25 12:21:25 ",2,2,97,120,135
"387","03FEB25 12:21:26 ",1,2,97,120,135
"388","03FEB25 12:21:27 ",1,2,97,120,135
"389","03FEB25 12:21:28 ",1,2,97,120,135
"390","03FEB25 12:21:29 ",1,2,97,120,135
"391","03FEB25 12:21:30 ",1,2,97,120,135
"392","03FEB25 12:21:31 ",1,1,97,120,135
"393","03FEB25 12:21:32 ",1,1,97,120,135
"394","03FEB25 12:21:33 ",1,2,97,120,135
"395","03FEB25 12:21:34 ",1,1,97,120,135
"396","03FEB25 12:21:35 ",1,1,97,120,135
"397","03FEB25 12:21:36 ",1,1,97,120,135
"398","03FEB25 12:21:37 ",1,1,97,120,135
"399","03FEB25 12:21:38 ",1,1,97,120,135
"400","03FEB25 12:21:39 ",1,1,97,120,135
"401","03FEB25 12:21:40 ",1,1,97,120,135
"402","03FEB25 12:21:41 ",1,1,97,120,135
"403","03FEB25 12:21:42 ",1,1,97,120,135
"404","03FEB25 12:21:43 ",1,1,97,120,135
"405","03FEB25 12:21:44 ",1,1,97,120,135
"406","03FEB25 12:21:45 ",1,1,97,120,135
"407","03FEB25 12:21:46 ",1,1,97,120,135
"408","03FEB25 12:21:47 ",1,1,97,120,135
"409","03FEB25 12:21:48 ",1,1,97,120,135
"410","03FEB25 12:21:49 ",1,1,97,120,135
"411","03FEB25 12:21:50 ",1,1,97,120,135
"412","03FEB25 12:21:51 ",1,1,97,120,135
"414","03FEB25 12:21:52 ",1,1,97,120,135
"415","03FEB25 12:21:53 ",1,1,97,120,135
"416","03FEB25 12:21:54 ",1,1,97,120,135
"417","03FEB25 12:21:55 ",1,1,97,120,135
"418","03FEB25 12:21:56 ",1,1,97,120,135
"419","03FEB25 12:21:57 ",1,1,97,120,135
"420","03FEB25 12:21:58 ",1,1,97,120,135
"421","03FEB25 12:21:59 ",1,1,97,120,135
"422","03FEB25 12:22:00 ",1,1,97,120,135
"423","03FEB25 12:22:01 ",1,1,97,120,135
"424","03FEB25 12:22:02 ",1,1,97,120,135
"425","03FEB25 12:22:03 ",1,1,97,120,135
"426","03FEB25 12:22:04 ",1,1,97,120,135
"427","03FEB25 12:22:05 ",1,1,97,120,135
"428","03FEB25 12:22:06 ",1,1,97,120,135
"429","03FEB25 12:22:07 ",1,1,97,120,135
"430","03FEB25 12:22:08 ",1,1,97,120,135
"431","03FEB25 12:22:09 ",1,1,97,120,135
"432","03FEB25 12:22:10 ",1,1,97,120,135
"433","03FEB25 12:22:11 ",1,1,97,120,135
"434","03FEB25 12:22:12 ",1,1,97,120,135
"435","03FEB25 12:22:13 ",1,1,97,120,135
"436","03FEB25 12:22:14 ",1,1,97,120,135
"437","03FEB25 12:22:15 ",1,1,97,120,135
"438","03FEB25 12:22:16 ",1,1,97,120,135
"439","03FEB25 12:22:17 ",1,1,97,120,135
"440","03FEB25 12:22:18 ",1,1,97,120,135
"441","03FEB25 12:22:19 ",1,1,97,120,135
"442","03FEB25 12:22:20 ",1,1,97,120,135
"443","03FEB25 12:22:21 ",1,1,97,120,135
"444","03FEB25 12:22:22 ",1,1,97,120,135
"445","03FEB25 12:22:23 ",1,1,97,120,135
"446","03FEB25 12:22:24 ",1,1,97,120,135
"447","03FEB25 12:22:25 ",1,1,97,120,135
"448","03FEB25 12:22:26 ",1,1,97,120,135
"449","03FEB25 12:22:27 ",1,1,97,120,135
"450","03FEB25 12:22:28 ",1,1,97,120,135
"451","03FEB25 12:22:29 ",1,1,97,120,135
"452","03FEB25 12:22:30 ",1,1,97,120,135
"453","03FEB25 12:22:31 ",1,1,97,120,135
"454","03FEB25 12:22:32 ",1,1,97,120,135
"455","03FEB25 12:22:33 ",1,1,97,120,135
"456","03FEB25 12:22:34 ",1,1,97,120,135
"457","03FEB25 12:22:35 ",1,1,97,120,135
"458","03FEB25 12:22:36 ",1,1,97,120,135
"459","03FEB25 12:22:37 ",1,1,97,120,135
"460","03FEB25 12:22:38 ",1,1,97,120,135
"461","03FEB25 12:22:39 ",1,1,97,120,135
"462","03FEB25 12:22:40 ",1,1,97,120,135
"463","03FEB25 12:22:41 ",1,1,97,120,135
"464","03FEB25 12:22:42 ",1,1,97,120,135
"465","03FEB25 12:22:43 ",1,1,97,120,135
"466","03FEB25 12:22:44 ",1,1,97,120,135
"467","03FEB25 12:22:45 ",1,1,97,120,135
"468","03FEB25 12:22:46 ",1,1,97,120,135
"469","03FEB25 12:22:47 ",1,1,97,120,135
"470","03FEB25 12:22:48 ",1,1,97,120,135
"471","03FEB25 12:22:49 ",1,1,97,120,135
"472","03FEB25 12:22:50 ",1,1,97,120,135
"473","03FEB25 12:22:51 ",1,1,97,120,135
"474","03FEB25 12:22:52 ",1,1,97,120,135
"475","03FEB25 12:22:53 ",1,1,97,120,135
"476","03FEB25 12:22:54 ",1,1,97,120,135
"477","03FEB25 12:22:55 ",1,1,97,120,135
"478","03FEB25 12:22:56 ",1,1,97,120,135
"479","03FEB25 12:22:57 ",1,1,97,120,135
"480","03FEB25 12:22:58 ",1,1,97,120,135
"481","03FEB25 12:22:59 ",1,1,97,120,135
"482","03FEB25 12:23:00 ",1,1,97,120,135
"483","03FEB25 12:23:01 ",1,1,97,120,135
"484","03FEB25 12:23:02 ",1,1,97,120,135
"485","03FEB25 12:23:03 ",1,1,97,120,135
"486","03FEB25 12:23:04 ",1,1,97,120,135
"487","03FEB25 12:23:05 ",1,1,97,120,135
"488","03FEB25 12:23:06 ",1,1,97,120,135
"489","03FEB25 12:23:07 ",1,1,97,120,135
"490","03FEB25 12:23:08 ",1,1,97,120,135
"491","03FEB25 12:23:09 ",1,1,97,120,135
"492","03FEB25 12:23:10 ",1,1,97,120,135
"493","03FEB25 12:23:11 ",1,1,97,120,135
"494","03FEB25 12:23:12 ",1,1,97,120,135
"495","03FEB25 12:23:13 ",1,1,97,120,135
"496","03FEB25 12:23:14 ",1,1,97,120,135
"497","03FEB25 12:23:15 ",1,1,97,120,135
"498","03FEB25 12:23:16 ",1,1,97,120,135
"499","03FEB25 12:23:17 ",1,1,97,120,135
"500","03FEB25 12:23:18 ",1,1,97,120,135
"501","03FEB25 12:23:19 ",1,1,97,120,135
"502","03FEB25 12:23:20 ",1,1,97,120,135
"503","03FEB25 12:23:21 ",1,1,97,120,135
"504","03FEB25 12:23:22 ",1,1,97,120,135
"505","03FEB25 12:23:23 ",1,1,97,120,135
"506","03FEB25 12:23:24 ",1,1,97,120,135
"507","03FEB25 12:23:25 ",1,1,97,120,135
"508","03FEB25 12:23:26 ",1,1,97,120,135
"509","03FEB25 12:23:27 ",1,1,97,120,135
"510","03FEB25 12:23:28 ",1,1,97,120,135
"511","03FEB25 12:23:29 ",1,1,97,120,135
"512","03FEB25 12:23:30 ",1,1,97,120,135
"513","03FEB25 12:23:31 ",1,1,97,120,135
"514","03FEB25 12:23:32 ",1,1,97,120,135
"515","03FEB25 12:23:33 ",1,1,97,120,135
"516","03FEB25 12:23:34 ",1,1,97,120,135
