"Count","DateTime","T1 Ez","T1 CheckEz","T1 Ex","T1 Prime","T1 DAX A"
"439","28JAN25 07:44:02 ",100,100,53,125,140
"440","28JAN25 07:44:03 ",100,100,53,125,140
"441","28JAN25 07:44:04 ",100,100,53,125,140
"442","28JAN25 07:44:05 ",100,100,53,125,140
"443","28JAN25 07:44:06 ",100,100,53,125,140
"444","28JAN25 07:44:07 ",100,100,53,125,140
"445","28JAN25 07:44:08 ",100,100,53,125,140
"446","28JAN25 07:44:09 ",100,100,53,125,140
"447","28JAN25 07:44:10 ",100,100,53,125,140
"448","28JAN25 07:44:11 ",100,100,53,125,140
"449","28JAN25 07:44:12 ",100,100,53,125,140
"450","28JAN25 07:44:13 ",100,100,53,125,140
"451","28JAN25 07:44:14 ",100,100,53,125,140
"452","28JAN25 07:44:15 ",100,100,53,125,140
"453","28JAN25 07:44:16 ",100,100,53,125,140
"454","28JAN25 07:44:17 ",100,100,53,125,140
"455","28JAN25 07:44:18 ",100,100,53,125,140
"456","28JAN25 07:44:19 ",100,100,53,125,140
"457","28JAN25 07:44:20 ",100,100,53,125,140
"458","28JAN25 07:44:21 ",100,100,53,125,140
"459","28JAN25 07:44:22 ",100,100,53,125,140
"460","28JAN25 07:44:23 ",100,100,53,125,140
"461","28JAN25 07:44:24 ",100,100,53,125,140
"462","28JAN25 07:44:25 ",79,55,53,125,140
"463","28JAN25 07:44:26 ",68,91,52,125,140
"464","28JAN25 07:44:27 ",91,100,52,125,140
"465","28JAN25 07:44:28 ",103,100,53,125,140
"466","28JAN25 07:44:29 ",101,100,53,125,140
"467","28JAN25 07:44:30 ",100,100,53,125,140
"468","28JAN25 07:44:31 ",100,100,53,125,140
"469","28JAN25 07:44:32 ",100,100,53,125,140
"470","28JAN25 07:44:33 ",100,100,53,125,140
"471","28JAN25 07:44:34 ",100,100,53,125,140
"472","28JAN25 07:44:35 ",74,46,54,125,140
"473","28JAN25 07:44:36 ",54,74,53,125,140
"474","28JAN25 07:44:37 ",82,100,51,125,140
"475","28JAN25 07:44:38 ",103,100,53,125,140
"476","28JAN25 07:44:39 ",101,100,53,125,140
"477","28JAN25 07:44:40 ",100,100,53,125,140
"478","28JAN25 07:44:41 ",100,100,53,125,140
"479","28JAN25 07:44:42 ",100,100,53,125,140
"480","28JAN25 07:44:43 ",100,100,53,125,140
"481","28JAN25 07:44:44 ",100,100,53,125,140
"482","28JAN25 07:44:45 ",100,100,53,125,140
"483","28JAN25 07:44:46 ",100,100,53,125,140
"484","28JAN25 07:44:47 ",100,100,53,125,140
"485","28JAN25 07:44:48 ",100,100,53,125,140
"486","28JAN25 07:44:49 ",100,100,53,125,140
"487","28JAN25 07:44:50 ",100,100,53,125,140
"488","28JAN25 07:44:51 ",100,100,53,125,140
"489","28JAN25 07:44:52 ",100,101,53,125,140
